essay_id_comp,judge_score
1CD944028E3C,4
1CE6C10B9683,4
1CF149052D11,4
1CF3776F970D,3
1D039586402D,4
1D0DD38A4428,4
1D0ED4D5C9D9,3
1D10B524E194,3
1D222E2831FC,4
1D3CCF452096,3
1D3DB70632B9,4
1D459BD1F763,4
1D4FFD3360DA,4
1D51BCF69AD3,3
1D51C620FCBB,4
1D5346180BBF,4
1D5D22EBADBB,3
1D6257F878C4,4
1D6BF18EB6EE,4
1D75D76AC202,4
1D7E734B4A3D,4
1D7EEE65F780,5
1D828863ECB6,5
1D8D04DBA122,4
1D8D31593552,4
1D8D7B32B98A,4
1D91A956FD79,4
1D994E88DBB6,4
1D9D3DCE169A,3
1DA010DC8392,4
1DA7EAA3CE67,3
1DA96102D0F1,5
1DB195AA7BE3,3
1DC6485ABFF6,4
1DC6C1064011,3
1DD339DE06D4,3
1DD3D8CCFF56,3
1DD5B206DC55,4
1DE4E5333FE6,4
1DFC4D084BB9,4
1DFC980DF01B,4
1DFF3734BA4B,4
1E009323E02F,5
1E1804459747,3
1E19464E4C30,3
1E1A489F2DC6,4
1E354DDC784B,4
1E3699ABBECC,3
1E5487955F16,4
1E563F170C61,3
1E5FF0F98ECA,4
1E656BE75E59,3
1E658787B2CD,3
1E6835823351,3
1E759EE13558,3
1E7E1B256F16,4
1E8FBFB5D07B,4
1E9789CE290E,3
1E9F7661E8EA,4
1EA0EB93157E,4
1EA78F0F8633,4
1EAB51728A20,5
1EB21F75AB8A,4
1EB4D8BFB732,3
1EB7F2CB7A0D,4
1ED627A6FC40,4
1EDE0A7134BE,3
1EEFEAF4481C,3
1EF0599146E7,4
1EF3F333D2C4,3
1EF7C63675AE,4
1EFA2916E5A8,3
1F06A4B670A1,3
1F0A461A2589,3
1F0FE892EC33,4
1F1036C2B418,5
1F150143FE89,3
1F2351768406,4
1F25E363B7CC,4
1F265D1089C1,4
1F26EB15E91D,3
1F2DD4E07ECA,4
1F30B1F276A7,3
1F4234C9B91C,3
1F46EFAFBDED,3
1F4F8D4E1E93,3
1F51352E0E5F,4
1F56575F6388,3
1F58CB4D5847,4
1F5A8C38324F,3
1F62CA3289DF,3
1F6AB4756E2B,4
1F7354AA60CE,3
1F7997582855,4
1F8012FFBEBE,3
1F8354F0A861,4
1F8987BC7DAC,4
1F8DDCFCA766,5
1F939ECCB2B7,2
1FBDE79B7DE3,4
1FBDEE7FC78D,3
1FC7F0D3FB27,3
1FD55698D1E5,4
1FD6E30AAEE1,4
1FE6D3E74838,4
1FEBEB39986A,4
1FF01ED707B6,4
1FF56BEDD938,4
1FFD96FC48A6,3
2.03527E+11,5
2.24E+09,3
2.84131E+11,4
2.93994E+11,4
20020164071C,3
200ADAF3A255,4
20141DCB5346,4
2017D32A0639,5
201EB1D0F1D5,3
2022B8E2B360,3
202A2848311C,4
202C16A5B108,3
2036EC78D2A8,4
203C3C0F1250,5
2042CFDC3B39,5
20498D2BFDBE,3
204D7AB9CE39,4
204E5D4294C2,5
204F7EAA0EBA,4
20529E261AA8,4
2052CF966A42,4
2054D2FC64B5,4
2056B171116E,5
20644ECC874C,4
206668BD9662,3
2066F8A811A8,4
206B99189A87,4
20751E8B947B,3
2079B764948D,4
207B0FEB5BEF,5
207D9B0083FC,4
2080B945CF87,4
20835D731FF0,4
2083E1A7DEE8,3
2084B16E2FB2,3
2089EF1099EB,3
208C0541845A,4
209523F52F65,4
2095C9D9F5B2,3
209A6BC99DB9,4
209EE46FB0BB,5
20A42E81AC2B,2
20A4E74DE0C3,3
20AFE3565B10,3
20B68A9E272C,4
20B859376593,4
20C01368FC3E,4
20D0120E0F48,4
20D092AFC4C5,4
20D2723ED2DB,3
20DB11FE439D,3
20E1ED11F61C,4
20E2A9554CFD,4
20E89E9AE5DE,5
20EE7E422C2D,4
20F2A0811902,3
20FE40010F03,3
21047CC94658,3
2104D2D71F9F,3
2107BAE9CB50,4
210E5C7F2F35,3
211F21B81B38,3
2127D8777A44,4
2128C7FE7B98,4
213479A5F0F2,4
214613C46F3F,3
214B8A25615F,3
216054C99572,4
2165829CACBD,4
216AEAE3EF97,3
21707382C0F0,4
2172A101602E,4
2173CA2A86C6,5
21750F35CEF4,3
217A7429341D,4
2181C567F6B0,3
2187FAAB11BD,4
2189471C5C78,4
218A21C443ED,3
218D823057E2,4
21959ECFE644,4
219670F16AF1,3
2198FC9EDB6C,3
219BA92044F6,4
219CD728CDA8,4
21A20247B3BC,4
21A24A785A7E,3
21A42B48B15B,3
21A87B922013,5
21AF117D5E82,5
21B1546505A8,4
21C75B3F290A,5
21C84DF6129A,4
21D853C79076,4
21E0940DB28C,3
21EFAE02832D,3
22075172920B,4
2207AE9DCDE3,3
22083B21A7CB,3
2208F4EB02E5,3
220A26E7E802,3
220B64DA6B5C,4
220E202448F4,3
2213EE7BF546,4
22164E215B04,3
2221985D49BD,3
2222A56620C0,3
22291845AEDC,5
223370B9F564,3
223FCA37F79D,3
22416450E0EF,5
2248AC325F36,4
224F10CBF764,4
2270FFC2D480,4
2272E232DFD6,4
227853D28137,4
2298E32EC81F,3
22AD8A978FDA,4
22B0E90D524E,3
22B275BF971C,4
22B6586B8AC2,3
22BF4720FB84,3
22C47823C6B4,4
22CDED7996CD,3
22D4F1298062,3
22D938F5E0E2,4
22DB84B437CC,4
22DC16B8F0A6,5
22E2EE7963FA,4
22E3898773C3,5
22E55C32A973,4
22E583DA7364,5
22ED0ED1EF2C,4
22ED4D73E0D1,3
22F3B43D815D,4
22FD17FB1BEB,4
23011CDB368B,4
2304F1CAF693,3
23125D54C38E,5
23172C7BD629,3
2319365E6640,3
231993662C14,4
2321C93F8D7E,4
2321FAC1E823,5
232936504C18,2
23393129100A,3
233A35247566,5
233B42867340,3
234B430EDAEE,4
234C30A69CA4,4
234C54F93ABC,4
2352FF50900C,4
235437780D47,3
23584D5738EE,4
2372C99019C2,3
2375E96B7653,3
23770C56BF47,3
237968EDE68A,3
2379C4EA00DF,4
237FA40D5CFD,4
2388E2CAC922,4
238A68D91301,5
2393A995A4A5,3
239695A3CE7C,3
23972FBA1934,3
239C29327493,4
239FAAA1C2FD,4
23A77FF701B3,4
23A8E9D02DBB,4
23B3D8854723,4
23B7C4778106,3
23C514D3D801,4
23CC3629CEC0,3
23CE04ED9655,4
23D479DD8197,4
23DFB0D7B17D,3
23F0ABEF8370,3
24041E649D2E,3
240D22669177,4
24122D3D3AED,4
2412D8A6EDB4,3
241CF8E86F9C,4
2421208F6A6E,3
24241413242F,5
242E9BA55C0C,5
24311D9459DD,5
2437AAC4FFEC,4
2438536A9907,4
2439596F6AF3,4
243C2673D4A1,4
244D42657A60,4
246A11006D33,4
24708E827578,3
247B73B47DFF,4
247E13C6D8DB,3
24804BF1823C,3
248AD4A808F4,5
248F805B58E5,4
2491845AE919,4
24969BC6AB56,4
2498B1D89628,4
24A44D78C494,4
24AB166876CE,4
24AE99ACFB83,4
24B130898C0A,4
24B385AF486F,4
24B46AF7A944,4
24B659FCEC04,3
24BA92F852DF,4
24BC9F21DAE0,5
24C26AB99AAA,3
24C5ED476177,4
24CA09FC2888,3
24D418729648,3
24D7E9159963,3
24D93C4D0921,4
24E0B6DB7B49,4
24E2967E7441,3
24E58541E795,3
24E83FA682F8,3
24EB88B49A7E,4
24F0488F11ED,3
24FA36D49DB7,5
24FC5E6ADF1A,4
250A3F61B6D8,4
251DC3DC07F9,4
252137EC9528,3
25225E638919,4
25269EB7FE0D,4
25279CF8444F,4
252C111E462C,4
25325F09BF85,3
2545BE194727,5
2546400260B3,4
2549F87DC5A0,3
2558BFD73442,4
255C21BE7CFB,3
255E3A6F95D4,3
2568B64DB374,3
256E7C7650C8,4
2575D2691B29,5
2577AEEDE0B5,4
2579DC590809,4
257D81CFBA84,3
258C98EFD4F8,4
258F5D734299,3
259C2BDB1FFF,3
259C732E5942,4
25A6881175B1,3
25A98E60DA30,4
25B15676D65B,3
25B1E8E15BCB,4
25BCAAC2FE62,4
25C37AACECA3,4
25C400582197,5
25C41D233D24,3
25C5C068B05E,3
25C803068D4C,3
25DE215F8B82,3
25E486CDCCBB,4
25E5A9483945,3
25EE1A06C0D9,3
25F15C75DBE2,4
25F39A646127,4
25F76B255B43,4
25FA1DF1C205,5
25FC80C2D25E,4
25FCAC7AE925,4
25FEFF118AEA,4
26018F746873,4
26078C934E0F,4
260791E4C620,3
26089316800B,3
260CD1DDA84C,3
260D9A25B1C9,3
2617310033A4,3
262A455A7060,4
262D4488693E,3
2634F01562BB,3
26370DAD607F,3
263A29FC4FB1,3
263E94CD1C90,4
263FD8ADA546,4
2640CD15FE02,3
26432FDB0644,3
26453BA910DE,4
2646BB37564C,4
26485BBC6E47,3
2648CF0962FC,4
264C52745EE1,4
264E2A6BC7E6,3
26557C3672F2,4
2674CCDD70E6,4
26788B95F2F2,3
267F9C38F948,3
26810C6F8A51,4
268675CF9C2B,3
2686D9471361,4
268FBF7E756F,3
269088714D10,4
2693AFBE8AEF,3
269483FFAB82,4
26981B151FD2,3
269BCDCD7A56,3
26A2D097B6CB,5
26A9D74443D0,4
26B43880FD1E,3
26B9F1A418E2,3
26BF9C028BF5,4
26CAE294C16B,4
26D70B50EB41,3
26D82BAF75DB,4
26E36C5938C1,3
26EC49492A0F,4
26ED9496E08C,5
26F0870BE37F,5
26F1A49ABC3E,4
26F783EC8DF5,3
270498B515AB,3
2704E9C5DD78,5
270BC1D689DF,5
270C135130B5,3
270C9CF15B1B,4
27132DEB3498,3
271CBAA44AC3,3
2723DB12AC00,4
2726E31ECDC6,3
27323553A085,5
27347E260F1C,4
273863D43441,4
273A6BFCD55B,3
273D52E9DC95,4
2741B42624E4,3
274FC279EC5D,4
2754EA322F36,4
276B92955757,4
2770798B73B2,4
277530A14E18,4
27778596AFD5,3
278800A79148,5
278C1879DA87,4
27910796A7B1,4
27A071CC4338,3
27A2E22A4634,4
27A806C76E9F,3
27AAF664DF23,4
27ABA3D8F2FE,5
27ACC3AD950F,4
27ADAEF01316,5
27AFA00901D3,4
27B51EEF47E7,5
27C1F6B19E89,4
27C2C3000FBC,4
27C6C2D4CC0B,4
27C714014E17,4
27D28F942C45,4
27D30B303EEE,4
27D868D68359,4
27E6536433B9,4
27E6F6FD3EB0,4
27F4D048EB58,4
27F648D17D4D,5
27FC2D31B704,3
27FF1FD699B1,4
280C6F2C65F0,4
280D13EB16F0,3
280F4A13DE2B,4
2818231D67EE,4
2823EC999322,4
2825E78AC8A9,4
282920A19940,4
282C1013B7B5,4
282D1DEB08F3,4
28314B1AC842,4
283EDC22483C,3
2844FD2BF83B,3
285F882853A4,3
2863DFA5BB0D,5
286C3B565456,3
2871CFE6B66D,4
2874CC27310F,3
28775172455A,5
28782BBE3CBA,4
287A262E4417,3
287F79B6D6F6,5
287FB47E4D2A,3
288183B3184A,5
28823EC65BA2,4
2891B0280044,4
2897B71A5E94,3
28A6D4AB0F50,4
28A7B5B9219E,4
28B00BFB8BD3,3
28B166158C54,3
28CA29BE678E,4
28CFE95203D4,4
28DB1BCCB6AF,4
28ECC096EEBA,4
28EF3F88FB87,4
28F1E43C7884,3
28F2073AD0CD,5
28FF89DC3B40,3
290021A1D937,4
2907A97CC7C4,4
2908D48CE405,4
2909EE180A2A,3
290C7EB656AB,4
2913843F6DE1,4
29192A5DEFD5,4
291D2BC7F86A,5
29203AAA6CC5,5
2922D6AF678F,3
29235C3B3472,3
2929DA478E37,4
292FF100BEF8,4
29371D115009,3
2939DD925D5F,4
2939F620E6BE,4
293B615771F9,3
293C1D45E66B,4
293FDE512821,4
294167CBC710,3
29450AD2A452,3
294C41270CAB,4
29502FC048A0,4
2958AC21BB05,3
296228784AA5,3
29627B30B5A6,4
2962D1BB17A2,4
29687C1F98F1,5
29712E7FC7C8,4
29765A8DA7DC,3
297E9F6638BC,4
29899EC43F4A,4
298E5C25E843,3
29905A8482BC,3
2990DEB561F1,4
299591FA8205,3
299831F64225,4
299A4489B427,5
29A05955A444,3
29A53E96B8C4,3
29AB81B05092,4
29B1CA7F267E,4
29BB45AA907C,4
29BB51045AD5,3
29BCE8906E8E,4
29BE597866EE,4
29C1E2CE5DB3,4
29C9EF546659,4
29CA453A339D,4
29CAF243AA8C,3
29D0D6C26624,5
29D2B919695A,4
29DD7B64A099,4
29DD86A89693,4
29E116AF432A,4
29E443A561CC,3
29EA4DF2C9B0,4
29F0053BC75F,4
29F53618A9F7,4
29F5457E7E90,5
29F61F8EACF0,4
2A0589121A2D,3
2A0B44CCA0CD,5
2A0D1193C5EF,4
2A124200FFBF,4
2A16D21F4FC8,4
2A242B3DCC49,3
2A27D5383112,4
2A29BA5D1EF6,4
2A2CDE97B76F,4
2A2F04CC199E,4
2A35A23BE3C3,4
2A373FF286ED,3
2A4221CE52DC,4
2A43B5C34CD0,2
2A4C1A1AD665,4
2A52459E72AD,5
2A563A6D8FD5,3
2A5D14A17747,3
2A60500B8179,4
2A6F79AB6CEA,4
2A79C81E7B71,4
2A7C4A1CBA41,5
2A7DA5E61374,3
2A88E84558F2,3
2A8E5AE68CA5,3
2A90C50AFFE8,3
2A934E1D02B7,4
2AAA5F2F5270,3
2AAC91E9E2E6,4
2AAE43DCEAAE,3
2AB31C89B344,3
2AB4CD937595,4
2ABFDA03AB4B,3
2AC01E3AB211,5
2AC878B831DE,4
2ACA19551483,4
2ACB43DD4A24,4
2ACCA33A2E15,3
2ACDFF7FCAAA,3
2AD868FBE028,4
2AD8A9FEE4C0,5
2ADE4CD09C5B,4
2AEEA0A97907,4
2AFADBF8D316,4
2B015051803E,3
2B0153FF2D4F,4
2B12BCC7303A,4
2B26619F1C1E,4
2B2BA9FC021C,3
2B374862F2C4,3
2B39201EEEE0,4
2B3AA27C59CB,5
2B4218A99969,4
2B5011D4C860,3
2B53D5D29EAE,3
2B568E2031B1,3
2B5A9EF786E7,3
2B5D7FDAFEE5,5
2B605EED5E4E,4
2B683EE1691A,3
2B6B50852E0B,3
2B6F75CC6941,4
2B7169FF4FBF,3
2B81FF610FB7,4
2B8C899A136C,4
2B94F21871FC,3
2B98EC6BE001,5
2B9C5C3BB7B9,4
2B9F531F1F59,4
2BA01892D7EE,4
2BA142AF4BEF,4
2BA422F3619F,3
2BB1B9853257,4
2BB25A23C9CA,4
2BB327C90883,5
2BB3F440A1A5,4
2BB45C0C7802,4
2BB6641B0B02,4
2BB881487FD0,5
2BBF809305C6,2
2BD0B513E03D,4
2BDB4651C49E,4
2BE26052C376,3
2BE944782131,3
2C021FD670EB,3
2C0A4D88629E,3
2C0AE28084B3,4
2C0BDEB99FDD,4
2C0D4A3D4590,3
2C191F7F9FA1,3
2C1BB6C07105,3
2C1D74F72797,4
2C24880113A2,4
2C276911E448,4
2C2FC1BA95AD,4
2C302B2A9020,3
2C344E66F358,3
2C3911F2CA28,3
2C3E3E48A880,3
2C469434A463,3
2C4CF1EF39A2,4
2C4F19141C94,4
2C5DB9FE0B0B,3
2C670AC05A4E,4
2C737A1FDB6B,3
2C7750B811F3,3
2C7934648594,3
2C871443D686,3
2C896B95DA8E,4
2C8BA60F1666,4
2C8BAD341085,4
2C9C9A03C5C9,4
2CAD08064A6A,3
2CAEF7197A17,3
2CB0A75DDF7F,4
2CB23505789E,4
2CB6039E6165,3
2CBBBA8D15E9,5
2CC4B554C694,3
2CCB36FFC40D,4
2CCFB8C0BAF7,5
2CD160148A6E,4
2CD20ADA226B,3
2CD45C47FFE6,3
2CE045D2EBA4,3
2CE725C8E928,3
2CF60EE0D6B5,4
2CFBD4AA7BE5,4
2CFC7FE26251,3
2CFF8146A4BC,4
2CFFAD8DF67D,4
2D01E2DE3ACC,3
2D0AD6FF07F8,4
2D0CDBC81DC0,4
2D1B2B8833C3,4
2D28CE622B8E,3
2D3F81D21421,4
2D40E0391ED0,3
2D4643197395,4
2D4D71F910AA,4
2D4DC3D5845A,4
2D508127DEF1,3
2D508D3CD27E,4
2D58D03DE536,3
2D59E1BB8883,4
2D5F50B0E765,4
2D6B650A15FD,3
2D6EF1777E02,4
2D765BC7C9E4,3
2D7FD832995B,3
2D976D9E1787,3
2D9C280D296E,4
2DA25C61D18D,4
2DA62D709DD7,3
2DA6436E3BEA,4
2DAF1788DEC2,4
2DB2B8124AA8,3
2DB6CE093601,3
2DC06FFB7E07,4
2DCD1AE7AED4,3
2DDDB7AA7C51,4
2DDF4051E688,3
2DE332CFF475,3
2DE95E7D6776,5
2DEBD2B0AB2C,3
2DEC2BE40CB5,4
2DF807DD1767,3
2DFE8246A388,4
2E0478042A1F,3
2E0830F07EC8,4
2E1266682F4A,3
2E1F288230F2,4
2E20D79B96DC,4
2E25F9F0DED6,5
2E2C996BBE7D,4
2E3043C283B5,5
2E32EE82D785,4
2E41CEAA9830,3
2E4A88C4D580,4
2E5633A79557,4
2E5A5418F173,3
2E60E360C7DC,4
2E62A47405BC,4
2E64615FFB93,3
2E655BA40E7D,4
2E68BA8F2B65,4
2E74B317EA8C,5
2E7E6EBD372D,4
2E7FA51C438D,4
2E810318FBD2,3
2E8A8C550F8D,3
2E8CD9C797B3,4
2E9B0D031C89,4
2E9C3762DC25,4
2EAE515F6F39,4
2EAFA0911EC3,4
2EB12DA322F4,3
2EB94A444839,3
2EC2D5F64FD8,3
2EC83DDCAFB6,4
2ECC79E1E5D8,3
2ECCE525D35D,3
2ECD72FE0B34,4
2ED1E6441A1B,5
2ED265408C82,4
2EEA9454E26C,2
2EEC70448423,5
2EED7D472A3C,4
2EFAF4CE944E,4
2EFB606F3C1B,4
2F032C44C82E,4
2F13BCA56EF3,3
2F172236E865,3
2F191B309816,5
2F281D9E264B,4
2F286C2A60B6,5
2F3210D23414,4
2F4441343457,4
2F5A100EB508,4
2F60025ED6D0,3
2F63222FA0FA,5
2F656E04AC84,5
2F740510B666,4
2F76D50DCF47,4
2F79AEAA8009,4
2F7E08CF0EBA,4
2F831F895B84,4
2F852F042CE6,4
2F8F04D2D0C6,4
2F92C7B52712,4
2F95EA7A9F3B,4
2F9941439707,4
2F9C2FCB6880,3
2FA001A3D229,4
2FA02A1E3654,4
2FA2ABCDD456,4
2FA8056C7201,4
2FAE6DFF45F1,5
2FAF6849AFE4,4
2FB17659DA36,4
2FB9732FDD1A,4
2FB9BA37AA3C,4
2FC186382EDD,3
2FC6AA5BBAE9,5
2FCA68C17EA3,4
2FCED491B631,4
2FD1B73048CF,4
2FD2ECB1B5DC,4
2FD3B620DE15,3
2FDB1B6086C9,4
2FDE1544FD26,3
2FDF1D055178,4
2FE09CD5CD8C,4
2FE4587D0800,4
2FEBCE09CF3C,4
2FED062E2E88,3
2FEDEDACA7E3,5
2FF01AA49B76,4
2FF49615D63E,4
2FF6C7542D18,5
2FF9836001F4,3
2FFBE61E4B84,3
3.24844E+11,4
3.24895E+11,5
3.27504E+11,4
3.68606E+11,4
3.98662E+11,4
300B76F37D8E,3
3020EB58260E,4
302578B02AF9,5
302A70590A53,4
302DC21A6DEE,4
3030A5BB7889,3
303FCCA4B05F,4
3043D46807AA,5
304B55907101,4
3052DB170D3E,4
3062BD8AB8CE,3
3063BD6D280D,3
30687EEA6586,4
3069CFB48737,4
306C9043FC14,3
306CF68D63A3,4
307DF96FE1EE,4
30832988F476,4
308A7304F6A4,4
308DA02A219C,4
30935D02377A,5
309367E834ED,4
30A0189058E5,3
30A3F81C11AD,3
30C58EE38D16,5
30C8220EBBC5,4
30C99806C7B7,3
30D1C9635C0C,4
30DB0EC83D10,3
30E8E3CE1C32,4
30F141B991EC,5
310201844A5A,3
310F8AB55A40,4
31225EE0EABC,4
3127E2B3B68A,4
312860BEC6C5,3
314A073FF242,3
315CF6A9667A,4
31608C81265C,4
318C3D719F7C,4
318CE9377535,3
318E29BC6F06,4
318E4DA84F60,3
318F40822873,5
31998D3364B9,5
319B2511943D,4
31A3040F487C,3
31A655925A8A,4
31A65BE34B0B,4
31B421A815BE,5
31BC49520E9D,4
31BCC13FC4B2,3
31BDD33875A4,4
31C7E435A083,3
31D2096A0478,3
31D92B78B151,3
31D94B250960,5
31DB1BDE89A1,4
31DEDD89C49A,3
31EEF9A4A29B,4
31F19F915306,3
31F4831C794D,3
31F5385F21B7,4
31FFFAFD3987,4
3206079FDA69,4
3206E3F5CA39,4
320C8882B73C,3
32152B4D2B18,4
3215F95D4312,4
321B924C8441,3
322B33C931CA,4
323528BC0FDB,3
323FCB4E294A,3
3243E4862D4A,4
32440040C61B,4
32445E3C6B22,5
324E7EA1820D,4
324FCF9DA47C,5
3252E8F623E4,4
3253860FE997,4
3254ADC7B428,4
32612321B31E,3
32647EC2D489,4
32676DEE9A39,4
326DEFF8D486,3
326EE5515F2D,4
32700E9C48B8,3
3275120B2E8A,4
327AAC23CF5D,3
327C46078B4A,4
328A777ADA33,3
329A17C419E1,4
329C6644B488,4
329FDFF9DAEF,4
32A5C2EE44FE,4
32AA6481C3FA,4
32B5DBE46E09,4
32C41774E38D,3
32C565B12D08,4
32CD23AAC462,2
32CDDF4AA80D,3
32D0A06A0A23,2
32D3B300954A,4
32D85652B5AC,5
32D9054C3246,4
32E214906DF4,3
32E2949B0C66,3
32E980DFCD96,4
32EF13D64655,4
32F056351D0F,3
32F21701F28D,4
32FE31495988,2
3305CBBCB258,4
331588D6432C,3
331CA007D0AD,3
3321A3E87AD3,4
332921BEC390,3
332C13592AE6,4
332DFAC29243,4
33475A71956C,3
3348F1455A61,3
334B7D161667,3
33518A2CC63F,4
3351F137568E,3
336249F35AD0,3
3364D48B3E73,3
33679BAB1D36,3
336CAAC890EC,3
338F8137CB7F,4
33916D898F9B,4
3392F73AE2DB,4
33A53CC19E40,3
33A64A98CAE0,3
33ADAAB38BFC,3
33B1DB03DCAD,3
33B3B5E41042,4
33BB7DB867F0,5
33D741DE2BCA,4
33D9BCB1A7CD,3
33DB30E519E5,4
33E1A39FFC48,4
33E25E6A8028,3
33E67D072963,4
33F18D5D8867,4
3404A30E92C7,4
3410CE477160,4
341C1F4D29F1,3
34262AC688A1,4
342AED7864B0,4
343084E34E9A,4
343A95F8B1A2,4
34401843BCDB,3
34406EB29D45,3
3441F00346EA,4
3449CE7058D5,3
344D9A0422E6,3
345AB12E9B44,4
3464012E360B,3
3470DA60B592,4
347DE248D051,4
348227886FD6,5
348C415DE78D,4
349D1C76A0FA,4
34A590772E2D,4
34A969F02539,4
34AB53DA73EF,4
34BABC0E3795,4
34BCE7C3F803,3
34BD942EBBD7,4
34C2F0929B18,3
34C430A25890,3
34C6AD5D2F58,3
34CC756C2707,4
34E0039AC74E,4
34E0E261FDE7,3
34E1D0E60106,3
34F016931102,4
34FB26C4FFDE,5
34FB9E0DF44A,4
34FF5653BC2A,4
34FF9E09D7C8,4
35014316E750,4
3504E2757216,3
351EB4DBB252,3
35242F4AB789,3
35279D8353D6,3
352CEEDDF08C,3
352FAD192BB9,4
3532AF1395A3,3
35382AF523B4,4
353CAC9AC658,5
353E9AFBC42B,4
35495037D856,5
3552BC0CBB1C,4
356088A3EC46,3
3572E4DC8EA5,4
3579E5EE4EC8,4
358263CF4444,3
3588380B5507,4
359E66B73109,3
35B6AC9150EB,3
35B96F2A9F88,4
35C1EF0AD877,4
35D4D20892A6,3
35D64739B0D2,3
35DD0F455947,4
35DE2CC6BBD9,3
35E43CD12135,4
35FDC36E1D27,4
36064F137F20,4
3609B5F15C8C,3
360F4E7D2631,4
361958A6AA45,4
36240867324F,4
36246752B6F8,4
364AB53BF679,4
36571D1CDCAD,3
365C55F26DFC,4
3661D3C5DB6B,3
36677FE57D6B,3
3668AE375F14,4
366BB66B5A89,4
3671DB5110C0,4
368AF8A98CE6,4
369954E1B96A,5
36A126CF8658,4
36AADFA80764,4
36B1FA4B40A7,3
36C4F0B8B4D7,4
36C7368968C0,4
36CC2A1A8BBC,4
36DF4C0101F2,5
36E730A1040C,2
36EE2607AB46,5
36F90F86ED01,4
370732B4F376,4
3709B707B55D,4
370E7C2794AB,3
371210DE268D,4
3716F1DB5880,4
3716F4794AB4,4
371719D9B43D,4
371C9C47A787,4
371DCD0EF85F,4
372B34B48E84,3
373D03BB20EF,3
373F73E9E830,4
3741469BB646,4
3741D275F8BC,4
37423449B879,3
3748EA26DFFD,3
37513D076D09,4
375BD3144BC3,3
375DD78BB2FD,4
376B211265BD,5
37771E9C2A8D,3
377E070688E1,3
378970057A1A,3
37986AF08E7A,4
3799343B6C0A,4
37A2E6EA2337,3
37A40AF3028A,3
37A4D1348B83,4
37B0303FA993,3
37B05EDB1C50,5
37B2B196F7C5,3
37B2C9BE78C2,4
37B47DC62A78,2
37B985859EB8,4
37BF4818673C,4
37C3C036AC0F,3
37C47D9B9596,3
37C9830D8815,4
37D102E9C36C,4
37D40E1CD549,4
37E07916B614,5
37E2BC1D72FA,3
37EA539179FC,5
37FC9DB2D1DB,4
37FDBF9C7EE7,4
37FED48BEDBD,4
38043B171DAC,3
381537D74495,4
38187C081B25,4
3819C0A62313,3
3821238FE334,4
38283A07296C,4
38398D01FC11,4
383B847BBF7C,3
38418C0F9D91,4
384D8653D8E2,4
38544AECD63C,4
3857B01712B3,4
3857EDCD3437,3
38627CBBA304,5
3862E2B8AD54,3
3864A8B9C6B5,3
386F96C2DCE1,4
386F9703C1F0,3
38702CDFDBE7,3
38733F6A4A36,4
387A6ABAC720,4
387C6CD3FD66,4
387D12FE2D94,3
38823B4C6318,4
388F31A9A1A1,3
3892D5C76B39,3
38930EEDA19B,4
38959CF98F8D,4
38968B108FBC,5
389752B5BECF,4
3899C281559F,3
389BA8389F32,4
38B237B2F190,5
38B7875D420E,5
38C3001D7D16,3
38C30CFFD0E4,4
38C5C8A4C583,4
38CFC25785E2,4
38D00F509FF1,4
38D227AB68A0,4
38D37BF69E5F,4
38D57197F5B3,4
38D88866ABD9,3
38E1266098C9,4
38E4FB60F320,3
38E5CA5C3B95,4
38ED111577E8,4
38EE63B226BA,4
38EEC115DC68,4
38EEEB5BC11C,4
38EFDBCE162A,4
38F68FC5317C,3
38FB68E6353C,4
3901A0BB6B92,4
39065509F761,4
390C619217DB,4
391757E8299B,4
39179028B2DA,4
3919F3440FB6,4
391FDAA58AA0,4
39211D068D20,5
3923909DE518,4
3925EB5265DF,4
3928A3B8A298,4
393AA5E5A2C2,3
393BDF8C7897,3
39458542D0DB,3
3946C28D4D7E,4
39492CE9549E,4
394E5EF1B5AC,4
39556E3D684B,4
395E57F50A76,3
39776B3A4C70,3
3977FF952798,4
397E84AEDCB0,4
3985883CA075,5
398C90CE0CAB,4
398D1E26AA89,4
398F0B9690AE,3
3992F89490E9,4
3997C6D12E37,3
399B11ACA702,4
39A822883189,4
39AAD2CA2F1F,5
39AD2FCCD35E,4
39B6454376C8,3
39B6908F453E,4
39D507D7EBB5,4
39DE1C961946,5
39E08058C7B8,4
39E98ECA8354,4
39EA615EA7C0,3
39EB3C6F0683,3
39FCD9C9727F,5
3A08788DCA7D,3
3A09C844E429,4
3A2A77A19E6D,3
3A2D732CA9A2,4
3A317901A1B7,3
3A38C6310D54,4
3A46873F3E37,2
3A4B4B2CA9AD,4
3A4E619499C7,4
3A5D94F715D1,4
3A6447DDD481,3
3A66E0D2874D,4
3A777021089B,4
3A78FDB5DF52,5
3A83E8B7AB1B,4
3A87EAAFBEA0,4
3A9561759383,4
3A9853B9390D,4
3A98BE969D1F,5
3A9A95F48F86,3
3AA24312B2FE,5
3AA266BAD4BA,4
3AB30AB267DA,4
3AB3FC197550,3
3ABC3C461EE1,5
3AC3BED193AA,4
3AC9C50357E9,3
3ACABC081389,5
3ACABEEA34D2,5
3AD4E35CBBA8,3
3AD6264469AF,3
3ADF2D3323BE,3
3ADF4890A470,3
3AE58AC9DFC2,5
3AE78FBC7ED0,4
3AF199D7B081,3
3AF207431A35,3
3AF8147D6DB0,4
3AFA78FFFC15,3
